"","Gender","Genotype","plant.position","shootEst.no18","shootEst.all","galls.found","aSG_aSG.larv","aSG_Tory","rG_Eulo","rG_Lestodip","rG_Mesopol","rG_Platy","rG_rG.larv","rG_Tory","rsLG_Eury","rsLG_Lathro","rsLG_Pont.surv","SG_Platy","SG_SG.larv","vLG_Eulo","vLG_Mesopol","vLG_Mymarid","vLG_Platy","vLG_Tory","vLG_vLG.pupa","aSG_abund","rG_abund","vLG_abund","SG_abund","rsLG_abund","Platy_abund","Tory_abund","Mesopol_abund","Eulo_abund","Lestodip_abund","Eury_abund","Lathro_abund","Mymarid_abund","gall_total_abund","link_abund","link_richness","gall_total_rich","ptoid_total_rich","network_richness","vLG_parasitized","rG_parasitized","rsLG_parasitized","SG_parasitized","aSG_parasitized","vLG_ecto","rG_ecto","vLG_egg","vLG.2011","rsLG.2011","SG","PG","Total_Area","Height","Density","D_mean_smoothed","Trichome.No.","Soluble.condensed.tannins","Insoluble.condensed.tannins","diglucoside.of.SaOH__A220nm","salicin__A220nm","gentisic.acid__A220nm","neochlorogenic.acid__A320nm","p.OH.cinnamic.acid.der1__A320nm","p.OH.cinnamic.acid.der2__A320nm","chlorogenic.acid__A320nm","ampelopsin__A320nm","p.OH.cinnamic.acid__A320nm","salicortin__A270nm","cinnamic.acid.der1__A270nm","ampelopsin.der__A320nm","luteolin.glucoside.5.glu.__A320nm","myricitrin__A320nm","luteolin.glucoside.7.gluc.__A320nm","cinnamic.acid.der2__A270nm","eriodictyol.7.glucoside__A270nm","luteolin.glycoside.der1__A320nm","methylluteolin.glycoside.__A320nm","luteolin.glycoside.der2__A320nm","quercetin.der1__A320nm","luteolin.der1__A320nm","quercetin.der2__A320nm","luteolin.der2__A320nm","cinnamic.acid.der3__A270nm","tremulacin__A220nm","cinnamoyl.salicortin__A270nm","disalicortin__A270nm","HCH.tremulacin.__A220nm","Nitrogen","Carbon","C_N_ratio","water_content","specific_leaf_area","C_imputed","N_imputed","C_N_imputed","sal_tannin.PC1","cinn.PC1","cinn.PC2","flavonOLES.PC1","flavonOLES.PC2","flavanonOLES.PC1","aSG.height.mean","rG.height.mean","rsLG.height.mean","SG.height.mean","vLG.height.mean","aSG.gall.count","rG.gall.count","rsLG.gall.count","SG.gall.count","vLG.gall.count"
"30","f","I","365",153.806225370539,141.246786362241,1,0,0,0,0,0,0,8,1,0,2,3,0,4,0,0,0,0,0,5,0,9,5,4,5,0,1,0,0,0,0,2,0,23,3,2,4,2,6,0,1,2,0,0,0,1,0,10,5,2,3,0.678675295678617,1.73281803690409,0.4106,1.7688,0.909090909090909,368.63,50.471,0.35,2.828,0.192,4.98,1.214,0.479,16.776,2.416,0.287,55.589,2.523,2.497,1.997,0.84,3.144,0.208,9.441,0.983,7.614,0,0,1.818,0,0.777,1.372,14.458,0,0,3.545,1.255149841,48.4606781,38.6094763485693,1.51209677419355,10.2064516129032,48.565077972,1.144735384,42.7304085123588,0.564463485279044,0.617082669539099,0.272052641280469,-2.9210079396708,-0.918178559071473,1.49941287427882,NA,7.48222222222222,6.38333333333333,14.845,9.39,NA,9,4,2,2
"31","f","I","562",308.934486797842,332.220188326465,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,3,1,4,0,1,0,2,1,0,0,0,0,0,9,3,3,4,2,6,2,0,0,0,1,2,0,0,11,2,14,6,2.46996396021546,2.4369545522311,0.529,1.8322,0,283.743,66.634,0.429,2.78,0.204,7.304,1.894,0.499,17.401,2.22,0.325,101.942,3.676,1.531,1.562,0.787,3.229,0,5.02,0.763,7.317,0,0,1.803,0,0.778,2.808,29.864,0,0,12.52,NA,NA,NA,1.83333333333333,13.397311827957,48.565077972,1.144735384,42.7304085123588,-1.04195240094116,1.2568040396235,0.378853968033463,-2.55699713464693,-0.945203175502347,0.945401820391438,2.38,7.44,NA,NA,8.985,3,1,1,NA,3
"32","f","I","619",169.536599264642,159.16211687984,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,3,0,0,0,1,2,0,0,0,0,0,5,3,2,2,2,4,2,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.81818181818182,429.973,52.46,0.663,4.912,0.198,6.956,1.686,0.512,18.77,3.365,0.336,23.994,1.697,2.892,1.141,0.922,3.067,0,9.138,0.591,6.779,0,0,1.573,0,0.74,0.485,7.378,0,0,0.705,1.097182751,48.48014832,44.1860285133119,1.73417721518987,10.1151898734177,48.565077972,1.144735384,42.7304085123588,0.442212857225335,0.0148390606712825,0.589254783052755,-1.82758955223325,-0.914029041226569,1.72995174710515,2.005,NA,NA,NA,7.85,2,NA,NA,NA,2
"33","f","I","626",214.23642961132,212.066411004529,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,0,1,2,4,4,0,0,1,1,2,0,1,0,0,0,10,5,4,3,4,7,3,1,0,0,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,22.7272727272727,399.146,53.484,0.747,5.449,0.274,6.351,1.461,0.467,16.718,3.074,0.357,19.605,1.388,3.77,1.203,0.931,2.973,0,14.359,0.72,7.065,0,0,1.618,0.26,0.74,0.46,8.335,0,0,0.891,1.133930326,48.80805969,43.0432616280517,1.82089552238806,9.32686567164179,48.565077972,1.144735384,42.7304085123588,0.135411902586857,-0.046749795107714,0.375146067344785,-1.58381149150562,-1.10849714083965,2.10735340716367,1.84,7.015,NA,NA,6.25,2,4,NA,NA,2
"34","f","L","244",227.668771075999,228.485976223304,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,3,0,0,4,0,3,0,0,1,0,0,1,0,0,7,2,2,2,2,4,1,0,1,0,0,1,0,0,3,0,0,0,1.52571806925258,2.89452860697944,0.3366,1.7894,0,454.389,53.125,0.198,0.358,0,6.924,1.789,0.205,11.858,0.354,0.199,0,0,2.005,1.005,1.028,1.976,0,2.625,0.086,2.31,0.616,0,1.869,0,0.413,0,1.577,0,0,0,NA,NA,NA,2.19493670886076,12.206582278481,49.282575226,0.8306997418,60.1190874362029,3.28222626265168,-1.21464076340142,2.10749531603917,0.917985940420542,2.02853171209192,0.167006277662106,NA,NA,6.97,NA,7.3275,NA,NA,3,NA,4
"35","f","L","245",267.920608173337,278.974588269154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1.76845888622871,2.59980045642725,0.4025,1.77,0,395.04,49.623,0.237,0.441,0,5.507,1.395,0.193,11.368,0.363,0.157,0,0,3.073,1.031,0.909,1.904,0,3.412,0.194,2.553,0.549,0,1.959,0,0.522,0,0,0,0,0,NA,NA,NA,1.91761363636364,10.4232954545455,49.282575226,0.8306997418,60.1190874362029,3.18844673117646,-1.35859470563373,1.98446053389861,0.371237542095539,2.0826904311363,0.431268004060745,3.11,NA,NA,NA,NA,1,NA,NA,NA,NA
"36","f","L","352",376.968893960722,424.061929221881,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,0,0,1,2,0,0,0,0,0,0,4,3,2,2,2,4,3,0,0,0,0,2,0,1,14,0,0,0,3.59166373602862,2.71218706636544,0.5057,1.8519,0,523.449,46.586,0.261,0.162,0,5.659,1.58,0.184,11.208,0.437,0.163,0,0,2.104,0.845,0.924,1.284,0,2.793,0.237,1.911,0.426,0,1.315,0,0.396,0,0,0,0,0,NA,NA,NA,1.78248587570621,9.77062146892655,49.282575226,0.8306997418,60.1190874362029,3.76042536431927,-1.3226685387417,2.06128962712978,1.37141832096151,2.24605418670899,0.250148780398984,NA,7.59,NA,NA,8.13,NA,1,NA,NA,3
"37","f","L","511",353.960624734874,392.544006797228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,2,1,0,0,0,0,1,0,0,13,0,0,0,1.70161744071154,2.69039782566314,0.349,1.8089,2.72727272727273,457.457,53.518,0.371,0.683,0,5.924,1.305,0.199,10.041,0.451,0.114,9.296,0.29,3.05,0.916,0.965,1.566,0,4.243,0.139,1.993,0.496,0,1.703,0,0.446,0,0.413,0,0,0,NA,NA,NA,1.79220779220779,8.75194805194805,49.282575226,0.8306997418,60.1190874362029,2.50337031241739,-1.27170588225032,2.19297899198503,1.04920797842969,2.32859646803568,0.562438573275311,NA,NA,NA,NA,7.36,NA,NA,NA,NA,1
"38","f","L","535",259.516833839203,268.281952968928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,2,1,0,0,0,0,0,0,1,6,0,0,0,2.65314534575887,2.71333386850767,0.3259,1.8478,0,445.179,47.384,0.273,0.792,0,5.517,1.128,0.225,12.83,0.385,0.15,5.922,0.251,8.593,1.029,1.008,1.698,0,9.74,0.144,2.174,0.626,0,2.025,0,0.531,0,1.325,0,0,0,NA,NA,NA,2.06060606060606,10.5186147186147,49.282575226,0.8306997418,60.1190874362029,2.78061710142467,-1.31030077957902,1.77332325672211,0.627164036954326,2.51404194679678,1.54634155661438,NA,NA,NA,NA,10.74,NA,NA,NA,NA,1
"39","f","M","370",412.194607206021,473.159016691825,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,1,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1.42909888075179,2.77640798633012,0.377,1.7786,0.909090909090909,92.862,63.054,0.563,5.428,0.079,5.101,3.033,1.217,16.403,0,0.667,114.093,41.953,0,2.057,0.463,4.057,1.767,0.309,0.592,6.005,0.212,0,2.898,0,0.596,2.908,110.608,1.546,2.63,19.432,NA,NA,NA,1.904,10.1584,48.255345916,1.1406139614,42.5136593252806,-4.41375043386551,3.67450200684524,0.136229498180993,-2.76369567562815,-0.105897216604925,-1.37404543082343,NA,NA,6.37,NA,9.735,NA,NA,1,NA,2
"40","f","M","392",229.195214428022,230.366048270584,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.22644983200912,2.7844356013257,0.5,1.8482,0,120.736,60.416,0.393,4.541,0.098,4.658,2.675,1.76,20.13,0,0.909,112.52,26.102,0,2.923,0.672,4.53,2.705,0.551,0.459,6.986,0.119,0,3.348,0,0.844,2.032,108.783,14.374,0,19.672,NA,NA,NA,1.87610619469027,12.4601769911504,48.255345916,1.1406139614,42.5136593252806,-3.97078447220631,3.76237809589158,-0.485343702934576,-3.81540328949926,-0.213598766029645,-1.29765274596477,NA,NA,7.64,NA,NA,NA,NA,2,NA,NA
"41","f","M","401",113.491740269857,97.2950171768861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71757421818793,2.77411438204567,0.4569,1.8349,0,112.532,54.581,0.416,4.482,0.106,3.928,2.3,1.503,16.161,0,0.714,109.35,17.734,0.126,2.893,0.706,4.429,2.296,0.522,0.531,6.57,0,0,3.121,0,0.746,1.982,87.678,0,0,12.479,NA,NA,NA,2.27027027027027,17.377027027027,48.255345916,1.1406139614,42.5136593252806,-2.31949976966152,3.2640020488559,-0.175732098077644,-3.79076433771827,-0.610561834297534,-1.13081312881135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","f","M","453",430.606904726988,499.207765160246,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,77.996,45.2,0.497,5.875,0.19,3.189,2.326,0.913,13.839,0,0.593,104.338,21.919,0,2.255,0.629,4.142,1.439,0.485,0.305,5.973,0.114,0,2.459,0,0.576,2.127,88.701,3.032,6.637,14.937,NA,NA,NA,2.08860759493671,13.2107594936709,48.255345916,1.1406139614,42.5136593252806,-4.30904059489219,2.84996562232193,-0.157094376180591,-2.39833696968343,-0.430701072326605,-1.31645189428087,NA,6.4225,5.875,NA,NA,NA,4,2,NA,NA
"43","f","M","462",421.333297308296,486.055751858789,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,6,0,0,8,0,4,0,0,2,0,0,1,0,0,12,3,2,2,2,4,2,0,1,0,0,2,0,0,6,2,6,5,1.49225131606363,2.73053590064106,0.4494,1.7923,0,107.488,44.478,0.379,3.473,0,5.243,2.65,1.382,20.993,0,0.721,114.902,40.086,0,2.238,0.624,4.254,1.478,0.565,1.395,5.954,0.132,0,2.934,0,0.691,2.368,129.528,1.894,3.373,24.816,1.263033271,48.51535034,38.4117754092006,1.79261363636364,10.0829545454545,48.255345916,1.1406139614,42.5136593252806,-3.61029719744796,3.32182108871366,0.0419356726669233,-3.48239720043828,-0.128660726305198,-1.29381250975743,NA,NA,6.285,NA,8.49,NA,NA,4,NA,2
"44","f","Q","63",435.294617035854,505.880492758196,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,1,2,1,3,0,1,0,0,0,0,0,0,0,4,2,2,1.69205757790137,2.88076698127272,0.3866,1.7954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.360918045,1.127515167,43.873397689227,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,1,NA,1,NA
"45","f","Q","81",134.754653628176,120.101939488093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971808912668147,2.58145162215163,0.3696,1.7818,18.1818181818182,380.327,51.995,0.17,0.452,0,0.773,0.635,0.26,32.048,0.348,1.518,5.322,0.365,5.898,2.211,0.485,3.73,0,13.139,0.313,5.981,0.129,0,0.672,0,0.252,0,0.269,0,0,0.287,NA,NA,NA,2.07553956834532,11.9086330935252,49.360918045,1.127515167,43.873397689227,2.84237712507257,-1.2685862612096,-1.9782695779247,-0.610892553080997,-1.62958541677149,1.48410069392664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","f","Q","194",251.291716676965,257.892242313058,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1.11095758852007,2.59521324785835,0.3441,1.7627,12.7272727272727,485.537,49.671,0.195,0.996,0,1.18,0.676,0.251,35.992,0.555,1.505,31.191,0.477,9.561,1.875,0.443,3.19,0,18.794,0,5.639,0.122,0,0.724,0,0.269,0,10.59,0,0,0.412,NA,NA,NA,1.80871670702179,8.96658595641646,49.360918045,1.127515167,43.873397689227,2.25726665973567,-1.19138011374681,-1.93924932057361,0.225147759969613,-1.2573407743411,2.20833329291778,5.31,6.61,NA,NA,NA,1,1,NA,NA,NA
"47","f","Q","253",120.308286862188,104.50936915315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3548162873766,2.16860285095013,0.4225,1.7972,20.9090909090909,323.702,58.472,0.246,1.57,0.091,1.657,0.905,0.195,31.444,0.464,1.288,57.642,0.205,6.09,2.121,0.357,4.03,0,15.272,0.444,6.563,0.095,0,0.92,0,0.312,0,29.034,0,0,1.324,NA,NA,NA,2.07022471910112,10.7474719101124,49.360918045,1.127515167,43.873397689227,0.686965669584766,-1.15069340266678,-1.62711070862555,-1.30487891712541,-1.75091364934635,1.68189525163622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","f","Q","439",267.920608173337,278.974588269154,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,2,1,3,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1.81818181818182,316.836,55.625,0.287,2.48,0.226,1.961,0.928,0.42,31.259,0.493,1.236,123.224,0.346,7.515,1.977,0.324,3.553,0,19.6,0.275,6.596,0.283,0,0.77,0,0.345,0.281,80.309,0,0,7.889,1.142586827,49.00685501,42.8911430203282,1.84084880636605,10.1331564986737,49.360918045,1.127515167,43.873397689227,-0.694630350121067,-0.547413130431941,-1.97582478767203,-0.786208675976088,-1.36679357457169,2.04385146374187,2.11333333333333,9.56,NA,NA,NA,3,1,NA,NA,NA
"49","f","Q","502",335.851692620748,368.060184332852,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,3.63636363636364,270.196,67.22,0.355,2.838,0,1.594,1.049,0.249,25.583,0.389,1.246,64.409,0.241,3.56,2.151,0.251,4.171,0,11.637,0.332,6.393,0,0,0.906,0,0.292,0.264,54.295,0,0,3.527,NA,NA,NA,1.91758241758242,10.2436813186813,49.360918045,1.127515167,43.873397689227,-0.641018857579521,-0.930577360720378,-1.14846465823064,-1.47459030318614,-2.15715189192754,1.15270000093678,2.73,8.675,NA,NA,NA,1,2,1,NA,NA
"50","f","Q","523",281.743133656421,296.72671021573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.11146581694604,3.05622770903336,0.4232,1.8168,0.909090909090909,257.528,55.258,0.304,2.222,0.164,1.893,1.023,0.231,30.693,0.33,1.271,74.914,0.195,3.815,2.274,0.261,5.08,0,12.053,0.697,7.537,0.311,0,1.019,0,0.353,0,58.116,0,0,4.004,1.196421266,49.67525864,41.5198726833731,1.98543689320388,10.1864077669903,49.360918045,1.127515167,43.873397689227,-0.313358220672889,-1.00898500877174,-1.68982862992731,-1.95202785051802,-2.05822025319558,1.17651248671016,1.81,NA,NA,NA,NA,1,NA,NA,NA,NA
"51","f","R","247",66.0067301328162,50.0542414965502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.01703709839409,2.92090505625064,0.2859,1.7665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.111562348,1.2088635922,40.2915967181854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","f","R","320",299.683699161892,320.062206860588,1,1,0,4,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1,0,4,1,0,0,0,17,6,3,2,3,5,0,6,0,0,0,0,5,0,4,1,0,1,0.9965916963791,2.12158396311884,0.3289,1.7546,0,269.669,65.123,0.486,4.67,0.165,12.058,3.543,0.119,13.972,0.958,0.235,102.551,0.563,1.172,1.08,1.88,2.128,0,4.055,0.233,4.371,0.714,0,1.597,0.687,0.479,0,26.032,0,2.692,23.442,1.091415644,47.93159485,43.9169028898398,1.83757961783439,11.2292993630573,48.111562348,1.2088635922,40.2915967181854,-2.36744589226279,-0.577670418280491,2.09260456013916,1.2057871674628,0.803030727902144,0.426489251436853,2.78,6.76888888888889,NA,NA,NA,1,9,NA,NA,NA
"53","f","R","335",251.291716676965,257.892242313058,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.701656316829391,2.4105781029599,0.2567,1.7265,0.909090909090909,400.568,50.052,0.338,2.108,0,17.448,4.881,0.194,20.43,1.735,0.34,67.736,0.482,2.024,0.678,1.652,1.88,0,5.396,0.213,3.933,0.646,0,1.151,0.459,0.373,0,14.399,0,0,3.976,NA,NA,NA,1.67886178861789,9.27113821138211,48.111562348,1.2088635922,40.2915967181854,0.751518899653997,-0.493493242299706,2.4187514875188,1.94780328979137,0.668626071211436,0.952327384008303,NA,7.9,NA,NA,NA,NA,3,NA,NA,NA
"54","f","R","346",212.777622099435,210.296913073928,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.7623328935241,2.67434259567197,0.4175,1.8111,3.63636363636364,216.551,60.875,0.413,2.721,0.151,15.113,3.628,0.137,14.187,0.799,0.244,159.026,0.576,1.028,0.926,1.707,2.294,0,4.388,0.477,4.737,0.821,0,1.553,0.357,0.463,0,55.671,0,1.257,54.606,NA,NA,NA,1.80184331797235,10.1198156682028,48.111562348,1.2088635922,40.2915967181854,-2.87221444664176,-0.510593925924583,2.24630093535624,0.830877768452021,0.651265646230501,0.367769131410008,NA,7.72,NA,NA,NA,NA,1,NA,NA,NA
"55","f","R","350",266.225466910111,276.811562333759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.02257448012672,2.72824229635661,0.4331,1.8077,5.45454545454545,199.534,53.13,0.402,2.831,0,11.352,3.366,0.093,18.722,0.726,0.355,94.237,0.502,0.955,0.771,1.681,1.79,0,3.167,0,3.96,0.984,0,1.23,0.55,0.373,0,37.92,0,2.053,30.027,NA,NA,NA,1.8169014084507,10.2399061032864,48.111562348,1.2088635922,40.2915967181854,-2.04946647914851,-0.782411169242271,2.00240046891692,2.55191072625737,0.964948697562309,0.191950575104133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","f","R","361",187.645876819629,180.256559445488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,8,8,10,2,0.980342954458657,2.76379316276563,0.3308,1.7532,1.81818181818182,220.43,53.207,0.426,2.809,0.214,7.534,2.167,0.183,15.783,0.666,0.258,59.969,0.597,0.95,1.687,2.432,3.077,0,3.622,0.337,6.11,0.993,0,2.038,0.419,0.577,0,26.486,0,0,15.194,NA,NA,NA,1.63730569948187,8.91036269430052,48.111562348,1.2088635922,40.2915967181854,-0.787726366546549,-0.734513127189501,1.23324374224788,-0.0974849762858221,0.357635622585541,0.21671341729034,NA,NA,NA,NA,13.58,NA,NA,NA,NA,1
"57","f","R","493",215.70193049189,213.846775865484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,4,1,1.70701483746116,2.21906214520809,0.3614,1.8026,1.81818181818182,142.707,57.259,0.351,3.164,0.217,14.095,4.204,0.107,12.884,0.329,0.244,115.656,0.774,0.495,0.72,1.969,2.332,0,3.098,0.421,5.224,0.837,0,1.264,0.358,0.462,0,38.324,0,2.769,26.664,NA,NA,NA,2.13928571428571,10.2925,48.111562348,1.2088635922,40.2915967181854,-2.52565748908239,-0.381491664370016,2.21794493871626,1.20840167135373,0.280550083948581,-0.141418186574733,NA,NA,NA,NA,6.41,NA,NA,NA,NA,1
"58","f","R","501",197.168041521294,191.537668013829,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,NA,NA,NA,NA,10.9090909090909,310.207,68.938,0.273,1.522,0,19.951,5.014,0.213,16.168,1.696,0.267,92.445,0.799,2.171,1.312,2.42,3.251,0,7.857,0.212,5.538,0.641,0,2.234,1.024,0.572,0,37.442,0,0,22.204,NA,NA,NA,1.79225352112676,8.50211267605634,48.111562348,1.2088635922,40.2915967181854,-0.664783915934598,-0.382745669878612,2.87619217083959,0.355814330805745,0.119649830566777,1.163905428218,NA,6.61,NA,NA,NA,NA,1,NA,NA,NA
"59","f","U","393",82.4897691478337,65.7907145907078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71893803408202,2.46333100150231,0.3637,1.81,0,301.539,61.959,0.284,3.107,0.196,4.795,4.131,0.132,36.303,0,1.629,112.642,0.547,0,0.94,1.413,1.488,0,0.55,0.165,3.955,0.626,0,0.585,0,0.241,0,106.532,0,0,12.739,NA,NA,NA,2.43548387096774,11.8974193548387,49.005563356,1.0754945874,45.9622379121635,-1.27322482013149,-0.28639172891764,-1.10145435952699,2.04235329869667,0.614880906924786,-1.2979289053716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","f","U","451",139.086005844646,124.853132149946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,239.779,68.737,0.255,3.024,0.141,6.255,4.301,0.172,33.779,0,1.532,128.153,0.673,0,1.193,1.678,1.737,0,0,1.302,4.386,0.679,0,0.761,0.148,0.292,0,108.933,0,2.036,16.242,NA,NA,NA,2.65734265734266,12.2356643356643,49.005563356,1.0754945874,45.9622379121635,-2.31918215890591,-0.228850511264657,-0.629925294847878,1.03771218386898,0.455496575185926,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","f","U","506",449.562898869209,526.290343962943,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2.26909899847922,2.40255048796431,0.3836,1.8229,4.54545454545454,377.151,68.12,0.211,2.58,0.127,9.592,5.578,0.104,26.588,0,0.921,124.13,0.48,0.255,1.001,1.349,1.365,0,0.722,0.221,3.568,0.45,0,0.696,0,0.277,0,104.111,0,0,8.348,NA,NA,NA,1.84057971014493,8.48647342995169,49.005563356,1.0754945874,45.9622379121635,-0.772226888829611,-0.307239523469312,0.702999833910719,1.7458425459009,0.885594127113872,-1.00474661972036,NA,NA,4.22,NA,NA,NA,NA,1,NA,NA
